student_id,name,department,semester,cgpa,tenth_percentage,twelfth_percentage,backlogs,python_score,java_score,sql_score,dsa_score,cloud_score,web_score,ml_score,cybersecurity_score,certifications,project_count,project_complexity,internships,opensource_projects,quantitative_aptitude,logical_aptitude,coding_score,communication_score,presentation_score,interview_score,hackathons,leadership,target_role,placed,data_source,profile_completeness,evidence_confidence
ST02930,Student ST02930,CSE,8,8.06,88.8,76.0,0,5.1,7.1,7.1,3.8,3.5,8.4,1.7,1.5,1,4,1,0,2,7.9,8.8,3.6,6.6,5.3,5.8,0,0,AI/ML Engineer,1,SYNTHETIC,88.1,67.5
ST02931,Student ST02931,ISE,7,7.21,76.9,75.4,0,5.5,4.2,6.5,5.7,3.6,4.2,3.1,1.5,1,4,2,0,1,6.1,6.8,4.7,7.6,9.2,5.7,1,0,Cybersecurity Specialist,1,SYNTHETIC,91.8,68.7
ST02932,Student ST02932,CSE,7,6.29,62.8,68.1,0,5.5,6.6,5.5,5.3,1.0,5.4,3.4,4.4,0,1,2,0,0,7.1,4.6,6.5,7.9,6.4,6.6,2,1,QA Specialist,1,SYNTHETIC,83.7,70.2
ST02933,Student ST02933,CSE,7,6.95,68.3,71.2,0,4.8,7.7,6.0,5.0,4.7,3.1,1.6,3.9,2,1,1,0,0,8.3,8.5,5.3,5.7,6.5,4.8,1,0,AI/ML Engineer,0,SYNTHETIC,97.2,77.1
ST02934,Student ST02934,ECE,7,8.6,83.6,83.3,0,6.6,5.3,5.6,8.5,4.0,4.5,5.7,2.7,2,6,2,1,0,7.8,6.2,8.7,7.2,7.5,7.6,1,0,Full-Stack Developer,1,SYNTHETIC,92.1,88.9
ST02935,Student ST02935,Mechanical,8,7.3,67.3,72.4,0,2.6,6.5,4.4,4.1,5.3,1.0,5.3,6.0,1,6,1,0,0,5.1,7.0,3.2,4.7,4.6,3.8,1,0,QA Specialist,1,SYNTHETIC,84.5,83.4
ST02936,Student ST02936,CSE,8,7.82,73.7,83.7,0,2.3,4.8,3.6,7.4,1.4,2.0,3.1,1.0,1,1,1,0,0,7.5,6.4,5.4,6.1,5.8,5.5,1,0,Data Analyst,0,SYNTHETIC,94.7,62.5
ST02937,Student ST02937,Mechanical,7,8.4,93.5,79.6,0,6.3,4.0,5.6,8.4,6.2,3.5,1.4,1.0,0,1,2,0,0,6.9,6.7,5.8,9.7,10.0,7.3,0,1,Full-Stack Developer,1,SYNTHETIC,76.8,94.3
ST02938,Student ST02938,ECE,8,6.97,75.9,75.2,0,4.5,5.5,4.0,4.1,1.9,3.4,3.0,3.1,2,1,1,1,0,7.4,7.6,4.1,6.6,6.4,5.3,0,0,QA Specialist,1,SYNTHETIC,85.0,72.9
ST02939,Student ST02939,ISE,8,7.44,76.0,74.6,0,5.7,7.0,6.4,4.2,4.3,5.0,2.7,1.0,1,3,1,0,0,6.0,6.6,5.2,8.0,5.6,7.8,0,0,AI/ML Engineer,1,SYNTHETIC,78.0,68.6
ST02940,Student ST02940,ISE,7,8.03,84.3,82.8,0,4.8,7.5,5.6,3.8,1.7,4.8,5.3,1.8,0,2,1,0,1,6.7,6.9,3.4,7.4,7.0,4.1,2,0,Data Analyst,0,SYNTHETIC,79.0,84.4
ST02941,Student ST02941,CSE,8,6.32,62.8,64.3,0,7.2,5.0,3.6,4.1,2.0,1.5,2.7,1.0,2,4,2,0,0,6.7,6.0,5.6,5.1,4.0,5.3,0,0,Data Analyst,1,SYNTHETIC,80.2,60.6
ST02942,Student ST02942,CSE,8,5.77,64.3,61.9,1,5.5,3.2,5.9,4.7,2.2,1.6,3.8,1.3,3,6,1,0,1,7.7,4.3,6.4,5.6,4.8,4.9,0,0,Full-Stack Developer,1,SYNTHETIC,75.9,72.5
ST02943,Student ST02943,Mechanical,7,9.09,89.6,92.3,0,8.0,8.7,9.3,7.7,6.6,8.6,6.6,5.1,1,3,2,1,0,6.0,9.7,6.9,4.4,4.3,7.4,1,0,Cloud/DevOps Engineer,1,SYNTHETIC,86.0,94.6
ST02944,Student ST02944,Mechanical,7,7.07,73.8,70.8,0,4.9,4.7,6.6,4.8,6.5,6.2,5.7,2.7,1,5,1,0,1,5.0,6.1,4.5,6.4,6.3,5.9,1,0,Cybersecurity Specialist,1,SYNTHETIC,80.9,66.1
ST02945,Student ST02945,ECE,7,5.68,61.2,66.7,0,5.9,2.2,2.3,5.6,2.3,2.0,2.6,2.5,2,3,2,0,1,4.8,4.7,6.2,3.0,2.6,5.1,2,0,Cloud/DevOps Engineer,0,SYNTHETIC,83.8,76.7
ST02946,Student ST02946,ISE,8,7.05,71.6,74.5,0,6.0,3.4,6.2,7.2,4.3,2.7,4.3,2.0,1,1,2,0,1,6.5,7.4,7.7,4.3,3.8,6.6,1,0,Full-Stack Developer,1,SYNTHETIC,78.8,79.1
ST02947,Student ST02947,CSE,8,7.87,84.7,77.0,0,3.0,4.6,5.9,5.1,3.2,3.4,1.2,6.2,2,1,1,0,0,5.9,7.0,3.3,6.8,5.5,6.0,0,0,Cloud/DevOps Engineer,1,SYNTHETIC,88.2,75.0
ST02948,Student ST02948,ECE,8,9.4,92.9,95.2,0,5.5,5.6,5.5,6.8,4.7,5.9,6.3,1.7,2,2,2,0,0,5.1,7.0,6.7,4.9,5.2,6.7,3,0,Cybersecurity Specialist,1,SYNTHETIC,89.0,73.5
ST02949,Student ST02949,ISE,7,8.95,82.7,92.9,0,6.7,3.5,5.9,5.8,5.8,4.9,2.8,1.9,1,3,2,0,0,8.1,8.1,4.9,4.8,5.0,5.8,1,0,Cybersecurity Specialist,1,SYNTHETIC,98.1,81.3
ST02950,Student ST02950,CSE,8,7.08,69.1,74.6,0,3.9,5.2,5.0,4.1,3.5,3.9,3.0,5.2,2,1,1,0,1,6.5,5.7,4.1,5.4,6.3,5.4,0,0,Full-Stack Developer,1,SYNTHETIC,96.0,71.2
ST02951,Student ST02951,CSE,7,7.05,64.2,67.7,0,4.9,6.6,6.4,4.7,3.8,4.2,3.1,1.0,0,3,1,1,0,7.4,5.7,4.3,4.7,5.0,4.5,0,0,AI/ML Engineer,0,SYNTHETIC,80.8,92.5
ST02952,Student ST02952,CSE,7,7.98,75.9,82.1,0,8.0,9.8,7.1,7.4,3.5,6.2,6.7,1.4,4,1,2,1,0,7.7,6.9,8.2,4.9,6.5,6.6,0,0,Full-Stack Developer,1,SYNTHETIC,90.7,86.3
ST02953,Student ST02953,CSE,8,6.84,65.8,70.5,0,3.5,6.1,5.3,5.6,5.7,3.2,1.0,1.8,3,1,1,0,0,7.5,6.1,4.5,3.2,4.0,4.1,2,0,Cybersecurity Specialist,0,SYNTHETIC,79.6,67.1
ST02954,Student ST02954,ISE,7,8.99,91.5,86.7,0,7.8,5.7,6.0,2.8,5.2,5.1,3.9,3.5,0,4,2,0,0,8.4,7.2,4.8,8.4,7.5,6.1,1,1,Cloud/DevOps Engineer,1,SYNTHETIC,82.6,87.8
ST02955,Student ST02955,CSE,8,7.6,76.3,74.7,0,3.8,3.4,6.0,5.0,3.5,3.5,1.3,2.6,1,4,1,0,0,5.5,5.6,5.0,6.0,5.1,5.3,1,0,Cybersecurity Specialist,0,SYNTHETIC,75.4,92.1
ST02956,Student ST02956,Mechanical,7,7.53,73.9,82.2,0,9.4,7.8,7.5,3.0,6.8,5.6,3.8,4.4,1,1,2,0,0,5.9,6.8,5.6,3.3,3.5,5.4,1,0,QA Specialist,1,SYNTHETIC,87.8,94.4
ST02957,Student ST02957,ECE,8,8.31,91.7,81.6,0,8.9,6.2,5.5,7.2,6.6,5.4,5.9,2.5,1,1,2,0,0,7.5,6.8,8.7,6.1,4.2,7.5,1,0,Data Analyst,1,SYNTHETIC,96.5,63.7
ST02958,Student ST02958,Mechanical,7,7.19,81.2,69.4,0,5.9,4.6,3.8,4.8,1.1,3.6,3.0,4.4,0,4,2,1,0,4.6,7.1,6.3,5.2,6.2,5.6,2,0,Cloud/DevOps Engineer,1,SYNTHETIC,81.2,66.4
ST02959,Student ST02959,ISE,7,7.36,74.7,81.5,0,6.1,10.0,4.6,6.4,3.1,5.3,5.7,6.1,1,2,2,0,0,4.4,6.8,6.7,4.4,2.8,6.3,1,0,Cybersecurity Specialist,1,SYNTHETIC,79.5,91.1
ST02960,Student ST02960,ECE,7,8.43,87.1,84.7,0,5.7,6.8,8.3,7.6,1.8,6.0,4.8,5.3,2,3,2,0,2,6.7,6.3,6.7,8.3,7.7,7.4,0,0,QA Specialist,1,SYNTHETIC,93.2,66.7
ST02961,Student ST02961,ISE,7,7.32,75.3,71.9,0,4.1,3.1,6.1,4.9,3.4,5.0,3.4,5.9,1,1,1,0,1,6.2,6.4,5.4,7.2,7.1,5.3,1,1,Cybersecurity Specialist,1,SYNTHETIC,92.4,65.7
ST02962,Student ST02962,CSE,7,8.01,82.7,80.0,0,7.9,4.5,5.0,5.2,5.9,7.7,7.0,4.1,2,4,2,0,0,6.4,8.2,6.8,9.0,9.0,7.1,0,0,Data Analyst,1,SYNTHETIC,79.4,81.6
ST02963,Student ST02963,CSE,8,9.24,88.1,87.8,0,8.9,5.1,6.6,8.2,4.1,6.2,3.8,4.7,1,1,2,0,1,6.6,8.7,7.0,5.3,7.3,7.2,0,0,AI/ML Engineer,1,SYNTHETIC,96.8,79.6
ST02964,Student ST02964,CSE,8,7.32,78.8,76.0,0,3.5,7.4,4.1,5.6,6.5,2.0,2.7,1.0,0,1,1,0,1,7.0,5.9,4.3,4.2,3.3,4.8,1,0,Full-Stack Developer,0,SYNTHETIC,77.3,75.0
ST02965,Student ST02965,CSE,8,8.0,78.3,83.1,0,3.6,5.3,6.4,4.9,3.6,3.1,2.1,1.6,2,3,1,0,0,6.5,6.6,5.3,5.4,5.6,4.4,0,0,Cybersecurity Specialist,0,SYNTHETIC,80.5,68.5
ST02966,Student ST02966,Mechanical,7,7.41,66.8,79.1,0,6.7,6.5,5.8,6.0,4.6,3.1,3.9,2.7,2,2,2,0,1,5.9,4.9,6.1,5.1,4.1,4.2,2,0,QA Specialist,1,SYNTHETIC,84.9,71.2
ST02967,Student ST02967,Mechanical,8,8.71,83.1,87.9,0,5.8,6.0,4.9,5.2,4.3,4.0,3.1,1.7,2,2,2,1,1,5.2,7.5,5.8,7.5,7.5,5.1,1,1,AI/ML Engineer,1,SYNTHETIC,94.5,87.8
ST02968,Student ST02968,Mechanical,7,6.97,70.8,70.8,0,2.7,3.6,3.1,1.7,1.0,4.3,2.8,2.2,0,2,1,1,2,6.4,5.5,1.1,5.5,5.5,4.5,0,0,Cybersecurity Specialist,1,SYNTHETIC,84.0,78.7
ST02969,Student ST02969,CSE,7,7.27,73.3,75.4,0,4.7,4.5,4.9,2.7,4.1,2.2,1.0,2.4,2,1,1,2,0,5.9,6.2,3.1,7.5,8.5,5.3,2,1,Cloud/DevOps Engineer,0,SYNTHETIC,97.7,60.2
ST02970,Student ST02970,CSE,7,7.71,79.8,81.7,0,6.3,4.1,4.1,4.9,4.5,5.5,1.0,3.4,2,6,2,3,0,8.0,7.9,4.8,5.8,6.3,5.6,1,0,Full-Stack Developer,1,SYNTHETIC,79.7,76.1
ST02971,Student ST02971,ISE,7,8.19,86.0,79.7,0,4.3,6.0,6.0,8.2,6.2,5.1,3.7,6.2,1,2,2,1,2,6.2,7.4,6.8,7.8,6.9,6.3,3,0,AI/ML Engineer,0,SYNTHETIC,96.6,77.3
ST02972,Student ST02972,ISE,7,7.39,75.7,72.6,0,8.5,5.7,5.9,7.1,2.0,8.1,2.7,4.7,0,4,2,1,0,8.5,5.5,6.9,5.4,4.3,7.0,0,0,Full-Stack Developer,0,SYNTHETIC,95.7,87.6
ST02973,Student ST02973,CSE,7,6.8,63.2,81.0,0,5.4,2.4,6.1,6.4,3.9,4.5,3.3,1.4,1,1,2,0,1,6.2,4.6,6.7,5.5,5.8,5.6,1,0,Data Analyst,0,SYNTHETIC,88.1,62.8
ST02974,Student ST02974,CSE,7,6.58,69.1,60.1,0,5.8,1.3,3.6,3.1,3.0,2.4,2.5,1.4,2,3,1,0,0,5.1,6.6,3.8,4.8,4.9,5.2,2,0,Full-Stack Developer,0,SYNTHETIC,91.6,64.4
ST02975,Student ST02975,CSE,8,8.04,76.6,82.2,0,5.0,6.3,4.3,4.7,3.6,5.5,2.1,3.6,2,4,1,1,0,4.6,7.3,4.7,5.3,5.1,6.4,1,0,QA Specialist,1,SYNTHETIC,80.3,82.6
ST02976,Student ST02976,Mechanical,7,7.96,83.4,83.3,0,6.6,5.9,5.7,6.6,6.2,5.9,3.3,2.3,1,4,2,2,1,8.1,6.1,5.6,4.6,4.5,6.8,1,0,Full-Stack Developer,1,SYNTHETIC,84.0,74.3
ST02977,Student ST02977,ISE,8,7.63,74.6,73.6,0,3.9,5.9,5.8,4.8,4.0,7.1,3.0,2.2,0,2,1,0,1,5.8,8.2,4.9,7.7,7.3,5.8,0,1,AI/ML Engineer,1,SYNTHETIC,76.6,81.8
ST02978,Student ST02978,CSE,7,7.53,83.0,73.5,0,5.8,2.8,4.8,3.8,1.0,3.8,1.9,3.3,2,1,1,0,1,7.2,5.9,4.3,6.5,5.6,4.3,0,0,Data Analyst,0,SYNTHETIC,96.2,66.5
ST02979,Student ST02979,CSE,7,8.07,83.8,74.1,0,5.4,5.8,6.3,3.9,6.9,5.5,2.3,2.6,1,4,1,0,1,6.6,6.0,5.1,4.8,5.3,4.6,0,0,Cybersecurity Specialist,1,SYNTHETIC,91.2,89.7
ST02980,Student ST02980,ECE,8,7.56,80.7,73.5,0,5.4,5.8,4.6,4.0,4.0,6.5,3.4,5.9,1,3,1,2,1,7.6,6.0,4.3,8.2,6.9,6.7,1,0,Full-Stack Developer,1,SYNTHETIC,84.6,88.3
ST02981,Student ST02981,ECE,7,8.76,86.7,83.8,0,6.8,5.0,6.0,6.0,1.6,4.7,4.9,1.3,1,5,2,0,3,7.1,8.1,6.6,7.2,7.2,6.5,0,0,AI/ML Engineer,1,SYNTHETIC,80.2,94.2
ST02982,Student ST02982,CSE,7,6.43,68.9,67.4,0,5.0,4.2,5.5,4.9,3.3,5.6,1.0,3.4,4,3,1,0,0,5.2,6.3,4.7,6.3,5.6,5.7,0,0,QA Specialist,1,SYNTHETIC,86.5,60.4
ST02983,Student ST02983,CSE,8,7.1,73.3,73.5,0,3.9,6.0,4.5,4.9,1.2,6.3,3.5,1.0,1,4,1,0,0,6.6,5.0,5.4,9.7,8.2,6.8,2,0,QA Specialist,0,SYNTHETIC,91.4,88.7
ST02984,Student ST02984,ECE,7,6.56,75.5,69.6,0,3.8,5.9,5.1,3.2,3.1,2.8,2.5,1.0,1,1,1,0,1,4.8,8.1,3.7,4.4,3.4,4.5,3,0,Data Analyst,0,SYNTHETIC,79.0,90.4
ST02985,Student ST02985,ECE,8,6.62,69.8,74.8,0,6.3,5.0,4.3,3.6,2.7,6.0,2.0,1.2,1,1,1,1,0,4.1,7.2,4.1,6.7,7.1,6.8,0,0,Data Analyst,0,SYNTHETIC,86.8,81.4
ST02986,Student ST02986,ISE,8,7.8,77.8,76.2,0,5.6,4.5,6.2,4.1,5.4,6.2,5.4,1.7,1,3,1,0,1,4.9,6.4,4.4,4.9,4.4,3.3,0,0,Full-Stack Developer,0,SYNTHETIC,87.1,64.6
ST02987,Student ST02987,CSE,7,6.89,66.8,69.7,0,2.5,3.7,1.5,3.3,2.4,4.1,4.8,2.9,0,2,1,0,0,6.5,6.7,3.8,6.6,6.6,5.3,0,0,QA Specialist,1,SYNTHETIC,96.1,72.2
ST02988,Student ST02988,Mechanical,8,7.63,71.8,75.5,0,9.9,4.9,4.6,6.1,4.7,6.2,5.5,4.2,1,3,2,1,1,4.6,5.8,7.1,5.9,5.8,5.4,0,0,QA Specialist,1,SYNTHETIC,79.3,71.1
ST02989,Student ST02989,CSE,7,7.38,71.0,79.2,0,7.4,5.8,7.3,5.6,5.6,6.6,5.4,3.2,4,3,2,0,1,5.8,5.8,4.9,7.7,6.4,7.0,1,1,Full-Stack Developer,0,SYNTHETIC,79.6,90.7
ST02990,Student ST02990,ISE,7,7.68,77.3,71.5,0,8.2,5.0,4.7,8.0,3.0,7.2,5.8,3.4,0,1,2,0,1,6.9,7.1,8.8,6.1,8.5,7.7,3,0,Data Analyst,1,SYNTHETIC,85.2,78.6
ST02991,Student ST02991,CSE,8,7.16,66.2,78.1,0,2.9,2.8,2.6,3.4,1.0,5.4,3.0,1.0,3,5,1,0,0,7.3,6.0,3.2,6.6,5.4,4.3,0,0,AI/ML Engineer,0,SYNTHETIC,78.4,72.1
ST02992,Student ST02992,ECE,7,7.79,80.8,79.6,0,3.9,3.0,3.2,5.3,3.2,1.2,3.9,1.0,2,1,1,1,0,5.9,5.0,5.1,4.8,2.9,5.8,1,0,Cloud/DevOps Engineer,1,SYNTHETIC,95.6,75.9
ST02993,Student ST02993,Mechanical,7,5.93,65.4,62.4,0,4.0,3.8,5.8,3.4,2.3,3.6,1.0,2.0,2,1,1,0,1,4.4,6.0,3.9,7.1,7.1,5.6,1,0,Cloud/DevOps Engineer,0,SYNTHETIC,88.1,87.4
ST02994,Student ST02994,CSE,7,5.67,67.7,59.5,0,5.0,4.1,4.1,3.9,1.0,2.4,2.0,2.5,0,4,1,1,0,6.2,6.0,4.9,6.0,7.4,5.2,4,0,Cybersecurity Specialist,1,SYNTHETIC,83.0,87.6
ST02995,Student ST02995,CSE,8,8.38,86.0,85.5,0,3.9,3.5,6.4,3.2,1.6,2.4,2.2,3.0,2,3,1,0,0,6.2,6.8,4.3,5.2,6.1,3.6,0,0,Data Analyst,0,SYNTHETIC,80.0,87.2
ST02996,Student ST02996,CSE,8,8.26,87.0,87.6,0,5.0,3.0,4.5,4.2,3.6,4.7,2.0,4.4,2,4,1,0,0,9.4,7.0,5.7,4.5,2.7,3.3,0,0,Full-Stack Developer,1,SYNTHETIC,95.6,85.5
ST02997,Student ST02997,CSE,7,9.52,90.3,91.4,0,7.3,8.0,5.8,9.2,9.7,5.6,9.3,6.3,3,3,2,0,0,6.9,8.7,8.8,8.0,8.1,9.1,2,1,AI/ML Engineer,1,SYNTHETIC,87.7,87.3
ST02998,Student ST02998,ISE,7,8.07,74.5,78.4,0,4.3,5.5,7.8,5.9,5.7,5.7,6.1,3.0,1,4,1,0,1,4.9,7.3,3.7,5.0,5.2,4.0,0,0,QA Specialist,0,SYNTHETIC,84.8,87.0
ST02999,Student ST02999,Mechanical,8,8.58,90.3,78.8,0,4.3,2.5,6.7,4.1,1.3,5.4,3.2,2.9,5,1,1,0,0,5.6,8.0,4.7,6.1,5.9,5.2,0,0,QA Specialist,0,SYNTHETIC,85.5,90.6
ST03000,Student ST03000,Mechanical,7,7.53,81.3,76.9,0,5.5,5.3,3.8,8.4,5.1,2.9,3.6,5.8,2,2,2,0,1,6.7,5.9,5.5,6.8,5.7,7.3,2,0,Cloud/DevOps Engineer,1,SYNTHETIC,95.3,66.7
ST03001,Student ST03001,ISE,8,6.32,71.5,65.1,0,4.1,4.9,3.4,3.8,1.2,1.0,2.4,1.5,0,2,1,0,0,6.4,5.4,3.0,5.3,4.7,4.9,1,0,Cybersecurity Specialist,0,SYNTHETIC,94.6,78.1
ST03002,Student ST03002,ISE,7,6.77,71.2,67.1,0,3.8,3.3,5.1,5.1,1.5,1.9,3.7,3.1,2,4,1,0,0,5.6,5.0,3.8,7.4,6.0,5.6,0,1,QA Specialist,1,SYNTHETIC,83.8,85.4
ST03003,Student ST03003,CSE,8,9.67,96.0,97.0,0,2.4,4.7,5.6,6.2,5.9,4.3,2.7,2.7,0,3,1,0,0,6.8,5.5,5.2,5.9,5.5,5.4,0,0,Full-Stack Developer,1,SYNTHETIC,92.7,71.0
ST03004,Student ST03004,Mechanical,7,10.0,92.1,93.2,0,5.6,7.4,5.4,7.6,5.0,6.9,4.4,5.1,0,1,2,3,0,8.9,8.5,7.8,6.0,7.4,8.7,1,0,QA Specialist,1,SYNTHETIC,89.3,92.3
ST03005,Student ST03005,CSE,7,7.72,79.4,86.4,0,4.5,4.6,5.7,5.0,1.5,4.3,2.8,2.6,3,3,1,0,0,4.5,8.1,4.5,6.3,4.1,6.0,2,0,QA Specialist,1,SYNTHETIC,80.0,89.7
ST03006,Student ST03006,CSE,7,9.53,90.1,94.5,0,5.6,2.7,7.3,3.8,2.0,4.6,1.0,1.4,0,3,1,1,0,6.4,6.3,4.4,6.8,6.9,7.1,1,0,AI/ML Engineer,1,SYNTHETIC,96.9,88.8
ST03007,Student ST03007,Mechanical,8,8.07,75.6,84.2,0,6.6,6.1,8.2,8.7,4.5,6.0,3.0,3.9,0,2,2,3,0,7.2,7.4,7.8,5.4,5.5,7.8,0,0,Cybersecurity Specialist,1,SYNTHETIC,75.4,67.9
ST03008,Student ST03008,Mechanical,8,5.97,65.4,60.3,0,2.7,4.2,2.0,2.9,1.8,1.0,1.6,1.9,0,2,1,0,0,6.5,4.8,3.4,6.5,5.6,3.3,0,0,AI/ML Engineer,0,SYNTHETIC,86.3,94.4
ST03009,Student ST03009,Mechanical,7,5.82,68.3,64.2,0,3.6,2.6,1.1,2.7,1.0,4.5,1.0,2.6,0,1,1,0,0,5.5,6.0,3.0,7.1,6.0,5.6,1,0,Cloud/DevOps Engineer,0,SYNTHETIC,91.2,68.0
ST03010,Student ST03010,Mechanical,8,8.73,80.6,81.3,0,7.1,3.3,4.7,2.6,4.3,5.2,1.0,5.1,0,5,1,3,0,9.4,6.1,3.5,7.1,6.4,6.3,0,1,Cloud/DevOps Engineer,0,SYNTHETIC,95.5,79.6
ST03011,Student ST03011,ISE,8,6.28,63.8,56.1,1,4.7,7.7,7.7,4.3,4.1,3.7,4.4,5.9,2,5,1,0,0,6.1,4.2,4.1,6.7,7.9,4.9,1,0,Data Analyst,0,SYNTHETIC,90.8,93.8
ST03012,Student ST03012,ISE,8,5.91,66.6,54.0,0,5.8,4.2,4.2,2.7,2.1,6.6,1.8,3.0,3,3,1,0,0,5.3,7.0,3.4,5.6,6.3,4.8,2,0,Data Analyst,0,SYNTHETIC,78.8,65.0
ST03013,Student ST03013,Mechanical,7,7.13,69.7,71.8,0,3.6,6.2,5.7,5.2,2.6,4.5,1.0,1.0,0,3,1,0,1,4.4,6.5,4.5,6.4,5.5,5.1,2,0,AI/ML Engineer,1,SYNTHETIC,92.4,68.0
ST03014,Student ST03014,Mechanical,7,7.6,82.2,82.5,0,5.5,7.5,5.5,4.1,1.0,1.4,1.0,6.1,2,2,1,0,0,4.4,4.2,4.3,5.5,5.9,6.2,0,0,AI/ML Engineer,0,SYNTHETIC,79.7,90.7
ST03015,Student ST03015,CSE,7,7.64,72.7,80.8,0,5.4,5.0,5.9,6.2,1.5,3.8,3.0,2.6,1,1,2,1,0,4.5,6.6,6.6,6.0,5.3,5.0,2,0,Cybersecurity Specialist,0,SYNTHETIC,77.6,92.7
ST03016,Student ST03016,ECE,7,7.03,67.8,68.5,0,3.6,2.6,4.9,5.2,2.3,3.4,3.9,2.2,0,4,1,0,0,5.8,7.3,3.9,5.9,5.0,5.0,0,0,Data Analyst,1,SYNTHETIC,98.5,91.7
ST03017,Student ST03017,CSE,8,8.87,90.7,84.5,0,7.0,5.8,6.5,7.4,3.0,6.3,3.1,1.0,1,4,2,0,2,7.5,7.4,6.7,7.9,6.0,7.0,0,0,Data Analyst,1,SYNTHETIC,96.4,83.5
ST03018,Student ST03018,CSE,7,8.53,83.9,91.9,0,6.6,3.7,5.1,5.0,5.2,2.8,6.2,1.0,2,3,2,1,0,8.1,6.5,5.5,5.8,7.2,6.5,0,0,Cybersecurity Specialist,1,SYNTHETIC,97.6,81.8
ST03019,Student ST03019,ISE,8,5.61,63.4,57.5,1,4.8,3.6,3.6,4.2,2.2,6.0,1.0,2.4,1,3,1,0,0,5.7,5.6,4.2,6.4,6.7,5.6,2,0,Cybersecurity Specialist,0,SYNTHETIC,86.0,77.4
ST03020,Student ST03020,ECE,7,9.01,76.8,86.8,0,4.1,6.5,6.9,8.1,5.6,4.2,3.5,2.4,3,3,2,0,0,4.9,7.7,7.2,6.4,6.9,6.0,0,0,AI/ML Engineer,1,SYNTHETIC,87.8,70.3
ST03021,Student ST03021,ECE,7,6.71,71.0,72.2,0,5.8,1.1,4.7,5.4,2.9,2.3,1.9,1.0,1,1,2,0,2,5.6,6.9,5.5,4.4,4.4,3.7,1,0,Cybersecurity Specialist,0,SYNTHETIC,88.1,81.9
ST03022,Student ST03022,ECE,8,8.09,81.5,75.0,0,6.6,5.2,8.7,9.4,1.7,6.8,4.4,4.5,0,1,2,1,0,7.2,6.6,9.1,6.2,5.8,6.4,0,0,Data Analyst,1,SYNTHETIC,75.7,78.2
ST03023,Student ST03023,CSE,8,9.02,82.8,79.9,0,7.8,6.5,9.4,7.3,5.5,6.8,6.8,4.8,2,2,2,1,0,7.0,6.6,7.3,4.8,5.5,6.1,0,0,Data Analyst,1,SYNTHETIC,85.0,74.3
ST03024,Student ST03024,Mechanical,8,8.24,82.9,85.3,0,6.6,5.5,5.1,7.5,4.7,6.3,6.7,3.1,0,5,2,0,0,7.6,5.8,6.8,8.3,7.8,6.9,2,0,AI/ML Engineer,1,SYNTHETIC,91.4,60.8
ST03025,Student ST03025,ISE,7,8.09,77.6,90.1,0,7.0,7.5,7.0,6.2,3.4,3.9,2.3,4.7,1,1,2,1,1,5.9,7.3,6.8,6.6,5.9,7.4,1,0,Cloud/DevOps Engineer,1,SYNTHETIC,84.1,80.4
ST03026,Student ST03026,Mechanical,8,6.49,64.9,65.9,0,4.7,3.7,4.5,6.6,2.7,2.3,3.6,2.6,1,4,2,0,0,3.8,6.5,6.4,2.7,1.3,5.5,2,0,AI/ML Engineer,1,SYNTHETIC,92.6,60.2
ST03027,Student ST03027,CSE,8,8.07,90.5,90.1,0,7.3,3.3,6.7,5.2,4.3,5.2,3.7,5.9,0,1,2,1,1,6.5,6.9,6.7,6.7,7.1,5.9,0,0,Cloud/DevOps Engineer,1,SYNTHETIC,94.6,78.0
ST03028,Student ST03028,ISE,7,6.25,71.0,64.9,0,2.3,1.0,4.3,1.7,3.4,3.7,1.0,1.6,2,2,1,0,0,6.0,6.3,2.3,5.4,5.8,2.1,2,0,AI/ML Engineer,0,SYNTHETIC,88.1,84.8
ST03029,Student ST03029,CSE,7,7.31,73.8,74.4,0,5.6,3.0,6.9,5.0,5.2,1.4,1.0,4.6,0,2,2,0,0,5.0,5.3,6.1,8.1,7.5,7.1,1,1,QA Specialist,0,SYNTHETIC,80.8,91.2
ST03030,Student ST03030,CSE,7,5.0,55.0,53.5,0,4.7,3.7,4.0,3.7,2.7,3.4,1.0,1.0,1,3,1,0,1,4.7,6.0,4.7,6.0,5.7,4.4,0,0,Full-Stack Developer,0,SYNTHETIC,96.6,80.1
ST03031,Student ST03031,ISE,7,7.25,75.1,71.7,0,4.9,5.8,4.9,3.3,4.0,4.2,2.1,3.8,2,2,1,0,1,5.6,5.7,3.6,7.6,6.4,5.8,3,0,Cloud/DevOps Engineer,1,SYNTHETIC,80.7,64.9
ST03032,Student ST03032,CSE,8,8.05,75.0,76.3,0,5.2,3.1,3.5,4.4,1.8,2.1,2.0,3.1,1,1,1,0,0,7.9,5.7,4.4,8.5,8.2,5.1,0,0,Full-Stack Developer,1,SYNTHETIC,95.8,62.1
ST03033,Student ST03033,CSE,7,7.11,78.4,70.9,0,9.1,5.8,7.0,4.6,4.3,6.5,4.7,2.8,3,2,2,0,0,7.3,5.9,6.7,5.9,5.9,5.7,1,0,QA Specialist,1,SYNTHETIC,77.4,89.3
ST03034,Student ST03034,ECE,8,6.14,71.7,69.8,0,4.8,4.3,2.9,4.3,2.6,2.8,3.7,1.0,0,4,1,1,1,3.8,6.7,4.2,6.4,6.5,5.8,0,0,Data Analyst,1,SYNTHETIC,86.3,81.9
